"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1231","odontogenesis of dentin-containing tooth (GO:0042475)","1/69",0.267821919912467,0.337877694251878,0,0,3.27858559153999,4.31931684267907,"TNC"
"1232","BMP signaling pathway (GO:0030509)","1/70",0.27112812271466,0.340940870101917,0,0,3.23090701840091,4.21686285664555,"FSTL1"
"1233","hormone secretion (GO:0046879)","1/70",0.27112812271466,0.340940870101917,0,0,3.23090701840091,4.21686285664555,"ILDR2"
"1234","negative regulation of vasculature development (GO:1901343)","1/70",0.27112812271466,0.340940870101917,0,0,3.23090701840091,4.21686285664555,"THBS1"
"1235","response to heat (GO:0009408)","1/70",0.27112812271466,0.340940870101917,0,0,3.23090701840091,4.21686285664555,"THBS1"
"1236","cognition (GO:0050890)","2/227",0.272198475723872,0.34200989708671,0,0,1.98838383838384,2.58733235141115,"MDK;PTN"
"1237","response to lipopolysaccharide (GO:0032496)","2/228",0.273866882130717,0.343688369834825,0,0,1.97948511665326,2.56365714995185,"DPYSL3;F2R"
"1238","positive regulation of developmental growth (GO:0048639)","1/71",0.274419561233215,0.343688369834825,0,0,3.18459069020867,4.11798498103095,"TGFBR2"
"1239","regulation of leukocyte apoptotic process (GO:2000106)","1/71",0.274419561233215,0.343688369834825,0,0,3.18459069020867,4.11798498103095,"GAS6"
"1240","response to interleukin-1 (GO:0070555)","1/71",0.274419561233215,0.343688369834825,0,0,3.18459069020867,4.11798498103095,"PTGIS"
"1241","regulation of hormone levels (GO:0010817)","2/229",0.275535179946203,0.344807521721557,0,0,1.97066479775731,2.54026567924164,"ALDH1A2;ILDR2"
"1242","protein homooligomerization (GO:0051260)","2/230",0.277203336842549,0.345562784426295,0,0,1.96192185007974,2.5171535304618,"COLEC12;DPYSL3"
"1243","positive regulation of blood circulation (GO:1903524)","1/72",0.277696300685136,0.345562784426295,0,0,3.13957904731761,4.02251409087863,"F2R"
"1244","smoothened signaling pathway (GO:0007224)","1/72",0.277696300685136,0.345562784426295,0,0,3.13957904731761,4.02251409087863,"TGFBR2"
"1245","regulation of multicellular organism growth (GO:0040014)","1/72",0.277696300685136,0.345562784426295,0,0,3.13957904731761,4.02251409087863,"IGF1"
"1246","positive regulation of cAMP metabolic process (GO:0030816)","1/72",0.277696300685136,0.345562784426295,0,0,3.13957904731761,4.02251409087863,"ADCY7"
"1247","regulation of calcium ion transport into cytosol (GO:0010522)","1/72",0.277696300685136,0.345562784426295,0,0,3.13957904731761,4.02251409087863,"F2R"
"1248","peptide transport (GO:0015833)","1/72",0.277696300685136,0.345562784426295,0,0,3.13957904731761,4.02251409087863,"ILDR2"
"1249","lipid catabolic process (GO:0016042)","2/232",0.280539099123081,0.34882083341725,0,0,1.94466403162055,2.47174999635086,"LPL;PLA1A"
"1250","divalent metal ion transport (GO:0070838)","2/234",0.283873915063052,0.351410690675989,0,0,1.92770376175549,2.42741296302746,"F2R;GAS6"
"1251","regulation of organ growth (GO:0046620)","1/74",0.284205941718637,0.351410690675989,0,0,3.05325534862244,3.84116668936143,"TGFBR2"
"1252","blood vessel morphogenesis (GO:0048514)","1/74",0.284205941718637,0.351410690675989,0,0,3.05325534862244,3.84116668936143,"THBS1"
"1253","negative regulation of leukocyte differentiation (GO:1902106)","1/74",0.284205941718637,0.351410690675989,0,0,3.05325534862244,3.84116668936143,"RUNX1"
"1254","cellular response to starvation (GO:0009267)","1/74",0.284205941718637,0.351410690675989,0,0,3.05325534862244,3.84116668936143,"GAS6"
"1255","regulation of generation of precursor metabolites and energy (GO:0043467)","1/74",0.284205941718637,0.351410690675989,0,0,3.05325534862244,3.84116668936143,"IGF1"
"1256","positive regulation of myeloid cell differentiation (GO:0045639)","1/74",0.284205941718637,0.351410690675989,0,0,3.05325534862244,3.84116668936143,"RUNX1"
"1257","glycoprotein metabolic process (GO:0009100)","1/75",0.287438972224247,0.354843182721984,0,0,3.01184330397814,3.75499971201,"IGF1"
"1258","hormone transport (GO:0009914)","1/75",0.287438972224247,0.354843182721984,0,0,3.01184330397814,3.75499971201,"ILDR2"
"1259","divalent inorganic cation transport (GO:0072511)","2/238",0.290539714415022,0.35824697873388,0,0,1.89464560862866,2.34181039475959,"F2R;GAS6"
"1260","T cell costimulation (GO:0031295)","1/76",0.290657561625685,0.35824697873388,0,0,2.97153558052434,3.67165750051125,"LGALS1"
"1261","regulation of DNA binding (GO:0051101)","1/77",0.293861773681843,0.361060474440368,0,0,2.93228858663513,3.59101484262277,"IGF1"
"1262","lymphocyte activation involved in immune response (GO:0002285)","1/77",0.293861773681843,0.361060474440368,0,0,2.93228858663513,3.59101484262277,"LGALS1"
"1263","lymphocyte costimulation (GO:0031294)","1/77",0.293861773681843,0.361060474440368,0,0,2.93228858663513,3.59101484262277,"LGALS1"
"1264","regulation of actin cytoskeleton organization (GO:0032956)","2/240",0.293870212294028,0.361060474440368,0,0,1.87853323147441,2.30048385035836,"GSN;ELN"
"1265","ovulation cycle process (GO:0022602)","1/78",0.297051671847384,0.364105166834244,0,0,2.89406099518459,3.51295355437946,"MMP14"
"1266","positive regulation of peptidyl-serine phosphorylation (GO:0033138)","1/78",0.297051671847384,0.364105166834244,0,0,2.89406099518459,3.51295355437946,"GAS6"
"1267","ribonucleoside monophosphate biosynthetic process (GO:0009156)","1/78",0.297051671847384,0.364105166834244,0,0,2.89406099518459,3.51295355437946,"AK1"
"1268","response to molecule of bacterial origin (GO:0002237)","2/243",0.29886229084647,0.365975688468528,0,0,1.85486608826858,2.24025602521514,"DPYSL3;F2R"
"1269","regulation of production of molecular mediator of immune response (GO:0002700)","1/79",0.300227319451967,0.365975688468528,0,0,2.85681359838663,3.43736200152992,"TGFB3"
"1270","eye development (GO:0001654)","1/79",0.300227319451967,0.365975688468528,0,0,2.85681359838663,3.43736200152992,"ALDH1A2"
"1271","developmental growth involved in morphogenesis (GO:0060560)","1/79",0.300227319451967,0.365975688468528,0,0,2.85681359838663,3.43736200152992,"TNC"
"1272","intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)","1/79",0.300227319451967,0.365975688468528,0,0,2.85681359838663,3.43736200152992,"CRIP1"
"1273","regulation of interferon-gamma production (GO:0032649)","1/79",0.300227319451967,0.365975688468528,0,0,2.85681359838663,3.43736200152992,"GAS6"
"1274","regulation of carbohydrate biosynthetic process (GO:0043255)","1/79",0.300227319451967,0.365975688468528,0,0,2.85681359838663,3.43736200152992,"IGF1"
"1275","regulation of synaptic transmission (GO:0050804)","2/245",0.302187560956294,0.368076299737352,0,0,1.8394126449682,2.2012387084686,"SERPINE2;PLAT"
"1276","B cell differentiation (GO:0030183)","1/80",0.303388779350278,0.368383717225162,0,0,2.82050917365951,3.36413466397973,"LGALS1"
"1277","negative regulation of DNA metabolic process (GO:0051053)","1/80",0.303388779350278,0.368383717225162,0,0,2.82050917365951,3.36413466397973,"TGFB3"
"1278","positive regulation of phospholipase activity (GO:0010518)","1/80",0.303388779350278,0.368383717225162,0,0,2.82050917365951,3.36413466397973,"ADCY7"
"1279","regulation of protein complex disassembly (GO:0043244)","1/80",0.303388779350278,0.368383717225162,0,0,2.82050917365951,3.36413466397973,"GSN"
"1280","negative regulation of cell cycle (GO:0045786)","3/430",0.305478591949275,0.370380609034623,0,0,1.57336671242833,1.86581715994484,"AK1;GAS6;THBS1"
"1281","regulation of inflammatory response (GO:0050727)","2/247",0.305510341386575,0.370380609034623,0,0,1.82421150278293,2.16309828406151,"PTGIS;SLC7A2"
"1282","negative regulation of immune effector process (GO:0002698)","1/81",0.306536114239777,0.371334309995611,0,0,2.78511235955056,3.2931717281235,"TGFB3"
"1283","positive regulation of cellular component biogenesis (GO:0044089)","2/249",0.308830410623307,0.373822001323458,0,0,1.80925653294074,2.1258094578098,"TGFB3;DPYSL3"
"1284","male gonad development (GO:0008584)","1/82",0.309669386553663,0.374254130208435,0,0,2.75058954085171,3.22437871469465,"MMP14"
"1285","positive regulation of cyclic nucleotide biosynthetic process (GO:0030804)","1/82",0.309669386553663,0.374254130208435,0,0,2.75058954085171,3.22437871469465,"ADCY7"
"1286","regulation of metal ion transport (GO:0010959)","2/250",0.310489360448486,0.374953325642689,0,0,1.80186950146628,2.10747673877829,"SERPINE2;F2R"
"1287","amide transport (GO:0042886)","1/83",0.312788658405174,0.376663912415549,0,0,2.71690874212113,3.15766613459068,"ILDR2"
"1288","positive regulation of T cell proliferation (GO:0042102)","1/83",0.312788658405174,0.376663912415549,0,0,2.71690874212113,3.15766613459068,"IGF1"
"1289","myeloid leukocyte differentiation (GO:0002573)","1/83",0.312788658405174,0.376663912415549,0,0,2.71690874212113,3.15766613459068,"TGFBR2"
"1290","organophosphate biosynthetic process (GO:0090407)","3/436",0.312876012244725,0.376663912415549,0,0,1.55108704308354,1.80228294345509,"AK1;NME2;ADCY7"
"1291","positive regulation of purine nucleotide biosynthetic process (GO:1900373)","1/84",0.315893991625437,0.379414825208278,0,0,2.68403952890213,3.09294916990238,"ADCY7"
"1292","canonical Wnt signaling pathway (GO:0060070)","1/84",0.315893991625437,0.379414825208278,0,0,2.68403952890213,3.09294916990238,"FZD1"
"1293","positive regulation of nucleotide biosynthetic process (GO:0030810)","1/84",0.315893991625437,0.379414825208278,0,0,2.68403952890213,3.09294916990238,"ADCY7"
"1294","nucleoside monophosphate biosynthetic process (GO:0009124)","1/85",0.318985447859007,0.3819463381072,0,0,2.65195291599786,3.03014737832029,"AK1"
"1295","female pregnancy (GO:0007565)","1/85",0.318985447859007,0.3819463381072,0,0,2.65195291599786,3.03014737832029,"TGFB3"
"1296","regulation of anion transport (GO:0044070)","1/85",0.318985447859007,0.3819463381072,0,0,2.65195291599786,3.03014737832029,"THBS1"
"1297","positive regulation of synaptic transmission (GO:0050806)","1/85",0.318985447859007,0.3819463381072,0,0,2.65195291599786,3.03014737832029,"SERPINE2"
"1298","cellular protein complex assembly (GO:0043623)","2/256",0.320426199690928,0.38299321109806,0,0,1.75876879026485,2.00166055589178,"TUBB2A;GSN"
"1299","cell-type specific apoptotic process (GO:0097285)","1/86",0.322063088375171,0.38299321109806,0,0,2.62062128222075,2.96918442173271,"TGFBR2"
"1300","regulation of stem cell proliferation (GO:0072091)","1/86",0.322063088375171,0.38299321109806,0,0,2.62062128222075,2.96918442173271,"TGFBR2"
"1301","positive regulation of Wnt signaling pathway (GO:0030177)","1/86",0.322063088375171,0.38299321109806,0,0,2.62062128222075,2.96918442173271,"COL1A1"
"1302","long-chain fatty acid metabolic process (GO:0001676)","1/86",0.322063088375171,0.38299321109806,0,0,2.62062128222075,2.96918442173271,"PTGIS"
"1303","vascular process in circulatory system (GO:0003018)","1/86",0.322063088375171,0.38299321109806,0,0,2.62062128222075,2.96918442173271,"ACTA2"
"1304","negative regulation of homeostatic process (GO:0032845)","1/86",0.322063088375171,0.38299321109806,0,0,2.62062128222075,2.96918442173271,"F2R"
"1305","regulation of actin filament-based process (GO:0032970)","2/257",0.322079287633011,0.38299321109806,0,0,1.7517825311943,1.98469520764802,"GSN;ELN"
"1306","positive regulation of protein serine/threonine kinase activity (GO:0071902)","2/257",0.322079287633011,0.38299321109806,0,0,1.7517825311943,1.98469520764802,"TGFB3;THBS1"
"1307","GTP metabolic process (GO:0046039)","2/258",0.323731435857693,0.384663289890587,0,0,1.74485085227273,1.96791434507083,"TUBB2A;NME2"
"1308","triglyceride metabolic process (GO:0006641)","1/87",0.32512697425492,0.386026139921935,0,0,2.59001829108963,2.90998781156752,"LPL"
"1309","fatty acid derivative metabolic process (GO:1901568)","1/88",0.328177166254219,0.388459709750612,0,0,2.560118816996,2.85248867512688,"PTGIS"
"1310","negative regulation of cell morphogenesis involved in differentiation (GO:0010771)","1/88",0.328177166254219,0.388459709750612,0,0,2.560118816996,2.85248867512688,"SPP1"
"1311","cellular response to interferon-gamma (GO:0071346)","1/88",0.328177166254219,0.388459709750612,0,0,2.560118816996,2.85248867512688,"NCAM1"
"1312","icosanoid metabolic process (GO:0006690)","1/88",0.328177166254219,0.388459709750612,0,0,2.560118816996,2.85248867512688,"PTGIS"
"1313","phototransduction, visible light (GO:0007603)","1/89",0.331213724944399,0.390565614911656,0,0,2.53089887640449,2.7966215364309,"LPL"
"1314","negative regulation of inflammatory response (GO:0050728)","1/89",0.331213724944399,0.390565614911656,0,0,2.53089887640449,2.7966215364309,"PTGIS"
"1315","membrane fusion (GO:0061025)","1/89",0.331213724944399,0.390565614911656,0,0,2.53089887640449,2.7966215364309,"GAS6"
"1316","cellular response to tumor necrosis factor (GO:0071356)","1/89",0.331213724944399,0.390565614911656,0,0,2.53089887640449,2.7966215364309,"THBS1"
"1317","regulation of phospholipase activity (GO:0010517)","1/89",0.331213724944399,0.390565614911656,0,0,2.53089887640449,2.7966215364309,"ADCY7"
"1318","cellular chemical homeostasis (GO:0055082)","3/452",0.332625400603851,0.39193266095431,0,0,1.49458566930343,1.64514775655933,"LGALS1;F2R;GAS6"
"1319","translation (GO:0006412)","2/264",0.33362321757213,0.392046534330111,0,0,1.70437196391395,1.8709624164404,"SEC61G;SEC61B"
"1320","regulation of glucose transport (GO:0010827)","1/90",0.334236710529985,0.392046534330111,0,0,2.50233556369145,2.74232411500686,"IGF1"
"1321","positive regulation of endocytosis (GO:0045807)","1/90",0.334236710529985,0.392046534330111,0,0,2.50233556369145,2.74232411500686,"GAS6"
"1322","post-Golgi vesicle-mediated transport (GO:0006892)","1/90",0.334236710529985,0.392046534330111,0,0,2.50233556369145,2.74232411500686,"VAMP5"
"1323","positive regulation of lipase activity (GO:0060193)","1/90",0.334236710529985,0.392046534330111,0,0,2.50233556369145,2.74232411500686,"ADCY7"
"1324","memory (GO:0007613)","1/90",0.334236710529985,0.392046534330111,0,0,2.50233556369145,2.74232411500686,"MDK"
"1325","regulation of DNA metabolic process (GO:0051052)","2/265",0.33526810572188,0.392663173594329,0,0,1.69780504666436,1.855403378473,"TGFB3;IGF1"
"1326","reproductive structure development (GO:0048608)","2/265",0.33526810572188,0.392663173594329,0,0,1.69780504666436,1.855403378473,"FZD1;MMP14"
"1327","positive regulation of calcium ion transport (GO:0051928)","1/91",0.337246183016884,0.393791971597911,0,0,2.47440699126092,2.68953713609065,"F2R"
"1328","positive regulation of hormone secretion (GO:0046887)","1/91",0.337246183016884,0.393791971597911,0,0,2.47440699126092,2.68953713609065,"RUNX1"
"1329","negative regulation of canonical Wnt signaling pathway (GO:0090090)","1/91",0.337246183016884,0.393791971597911,0,0,2.47440699126092,2.68953713609065,"FZD1"
"1330","positive regulation of cyclic nucleotide metabolic process (GO:0030801)","1/91",0.337246183016884,0.393791971597911,0,0,2.47440699126092,2.68953713609065,"ADCY7"
"1331","extrinsic apoptotic signaling pathway (GO:0097191)","1/92",0.340242202106861,0.396396203954955,0,0,2.44709223360909,2.63820415597253,"IGF1"
"1332","interaction with host (GO:0051701)","1/92",0.340242202106861,0.396396203954955,0,0,2.44709223360909,2.63820415597253,"GAS6"
"1333","regulation of endothelial cell migration (GO:0010594)","1/92",0.340242202106861,0.396396203954955,0,0,2.44709223360909,2.63820415597253,"THBS1"
"1334","guanosine-containing compound metabolic process (GO:1901068)","2/269",0.341836111312593,0.397954633334676,0,0,1.67202928157984,1.7947961312585,"TUBB2A;NME2"
"1335","acylglycerol metabolic process (GO:0006639)","1/93",0.343224827318519,0.398376798823364,0,0,2.42037127503664,2.58827139764525,"LPL"
"1336","positive regulation of binding (GO:0051099)","1/93",0.343224827318519,0.398376798823364,0,0,2.42037127503664,2.58827139764525,"IGF1"
"1337","maintenance of protein location in cell (GO:0032507)","1/93",0.343224827318519,0.398376798823364,0,0,2.42037127503664,2.58827139764525,"KDELR3"
"1338","regulation of cytokine biosynthetic process (GO:0042035)","1/93",0.343224827318519,0.398376798823364,0,0,2.42037127503664,2.58827139764525,"THBS1"
"1339","neutral lipid metabolic process (GO:0006638)","1/94",0.346194117854017,0.401523125487146,0,0,2.39422496073457,2.53968759936744,"LPL"
"1340","regulation of MAP kinase activity (GO:0043405)","2/273",0.348384562325305,0.403745462383951,0,0,1.6470144246897,1.73669163461553,"TGFB3;THBS1"
"1341","response to hydrogen peroxide (GO:0042542)","1/95",0.349150132634672,0.403745462383951,0,0,2.36863495099211,2.49240387217101,"COL1A1"
"1342","cellular hormone metabolic process (GO:0034754)","1/95",0.349150132634672,0.403745462383951,0,0,2.36863495099211,2.49240387217101,"ALDH1A2"
"1343","regulation of cytokine-mediated signaling pathway (GO:0001959)","1/95",0.349150132634672,0.403745462383951,0,0,2.36863495099211,2.49240387217101,"GAS6"
"1344","lipid homeostasis (GO:0055088)","1/96",0.352092930362786,0.406845476825451,0,0,2.34358367829687,2.44637356664389,"LPL"
"1345","nervous system development (GO:0007399)","2/277",0.354912065610244,0.409621136988257,0,0,1.62272727272727,1.68095920228463,"MDK;PTN"
"1346","regulation of T cell differentiation (GO:0045580)","1/97",0.355022569469539,0.409621136988257,0,0,2.3190543071161,2.40155214920968,"TGFBR2"
"1347","regulation of peptidyl-serine phosphorylation (GO:0033135)","1/98",0.357939108156052,0.412067779811971,0,0,2.29503069616588,2.3578970858223,"GAS6"
"1348","regulation of cAMP biosynthetic process (GO:0030817)","1/98",0.357939108156052,0.412067779811971,0,0,2.29503069616588,2.3578970858223,"ADCY7"
"1349","regulation of myeloid leukocyte differentiation (GO:0002761)","1/98",0.357939108156052,0.412067779811971,0,0,2.29503069616588,2.3578970858223,"RUNX1"
"1350","fatty acid metabolic process (GO:0006631)","2/280",0.359793138954784,0.413895366516133,0,0,1.60497056899935,1.64064268771924,"PTGIS;LPL"
"1351","glycosaminoglycan biosynthetic process (GO:0006024)","1/99",0.360842604326918,0.414488583224633,0,0,2.27149736299014,2.31536773382162,"IGF1"
"1352","cellular response to metal ion (GO:0071248)","1/99",0.360842604326918,0.414488583224633,0,0,2.27149736299014,2.31536773382162,"GSN"
"1353","aminoglycan biosynthetic process (GO:0006023)","1/100",0.363733115678147,0.416883784980194,0,0,2.24843945068664,2.27392523969427,"IGF1"
"1354","establishment or maintenance of cell polarity (GO:0007163)","1/100",0.363733115678147,0.416883784980194,0,0,2.24843945068664,2.27392523969427,"LMNA"
"1355","unsaturated fatty acid metabolic process (GO:0033559)","1/100",0.363733115678147,0.416883784980194,0,0,2.24843945068664,2.27392523969427,"PTGIS"
"1356","positive regulation of neurogenesis (GO:0050769)","2/283",0.364661130505497,0.41763918560106,0,0,1.58759301197024,1.60154282060738,"SERPINE2;DPYSL3"
"1357","negative regulation of cytoskeleton organization (GO:0051494)","1/101",0.366610699610668,0.419253620394232,0,0,2.22584269662921,2.2335324443575,"GSN"
"1358","regulation of response to cytokine stimulus (GO:0060759)","1/101",0.366610699610668,0.419253620394232,0,0,2.22584269662921,2.2335324443575,"GAS6"
"1359","maintenance of location in cell (GO:0051651)","1/103",0.372327313652504,0.424852548201572,0,0,2.18197840934126,2.15575525352573,"KDELR3"
"1360","positive regulation of mitotic cell cycle (GO:0045931)","1/103",0.372327313652504,0.424852548201572,0,0,2.18197840934126,2.15575525352573,"IGF1"
"1361","sensory organ development (GO:0007423)","1/103",0.372327313652504,0.424852548201572,0,0,2.18197840934126,2.15575525352573,"ALDH1A2"
"1362","phospholipid metabolic process (GO:0006644)","2/288",0.372743951619079,0.425015680517202,0,0,1.55944055944056,1.5389550493775,"LPL;PLA1A"
"1363","detection of visible light (GO:0009584)","1/104",0.375166457303627,0.42746405590061,0,0,2.1606850659976,2.11830423391805,"LPL"
"1364","response to oxidative stress (GO:0006979)","2/290",0.375965966621537,0.428060957597689,0,0,1.54845328282828,1.51478472732459,"COL1A1;MMP14"
"1365","cellular response to organic cyclic compound (GO:0071407)","2/291",0.377574519566273,0.42957745705965,0,0,1.54301667190941,1.50287868371212,"LGALS1;TNC"
"1366","lipid biosynthetic process (GO:0008610)","3/491",0.380633717915044,0.432620925681522,0,0,1.3723855285472,1.32561152343571,"PTGIS;ALDH1A2;LPL"
"1367","hematopoietic progenitor cell differentiation (GO:0002244)","1/106",0.38080670019745,0.432620925681522,0,0,2.11931514178705,2.04612116254049,"RUNX1"
"1368","positive regulation of cell growth (GO:0030307)","1/107",0.383607911433689,0.435484712322016,0,0,2.09921560313759,2.01133049767313,"MMP14"
"1369","glycerolipid metabolic process (GO:0046486)","2/296",0.385592032572602,0.437417404371987,0,0,1.51638837353123,1.44508078478707,"LPL;PLA1A"
"1370","central nervous system development (GO:0007417)","1/108",0.38639659027181,0.437690667171496,0,0,2.07949175679933,1.97736999825868,"RUNX1"
"1371","response to interferon-gamma (GO:0034341)","1/108",0.38639659027181,0.437690667171496,0,0,2.07949175679933,1.97736999825868,"NCAM1"
"1372","regulation of epithelial cell differentiation (GO:0030856)","1/109",0.389172792087007,0.439872886543757,0,0,2.06013316687474,1.94421326090895,"NME2"
"1373","phototransduction (GO:0007602)","1/109",0.389172792087007,0.439872886543757,0,0,2.06013316687474,1.94421326090895,"LPL"
"1374","cell recognition (GO:0008037)","1/109",0.389172792087007,0.439872886543757,0,0,2.06013316687474,1.94421326090895,"COLEC12"
"1375","negative regulation of epithelial cell proliferation (GO:0050680)","1/110",0.391936572120331,0.442031587874273,0,0,2.04112978043501,1.91183494130717,"THBS1"
"1376","cellular response to inorganic substance (GO:0071241)","1/110",0.391936572120331,0.442031587874273,0,0,2.04112978043501,1.91183494130717,"GSN"
"1377","cellular response to lipopolysaccharide (GO:0071222)","1/110",0.391936572120331,0.442031587874273,0,0,2.04112978043501,1.91183494130717,"DPYSL3"
"1378","response to tumor necrosis factor (GO:0034612)","1/111",0.394687985300549,0.444811640908384,0,0,2.02247191011236,1.88021070375437,"THBS1"
"1379","actin filament-based process (GO:0030029)","2/303",0.396742759195762,0.446602217867893,0,0,1.48059498640894,1.36876145705554,"GSN;VIM"
"1380","regulation of mitosis (GO:0007088)","1/112",0.39742708634477,0.446602217867893,0,0,2.00415021763336,1.84931717214263,"IGF1"
"1381","regulation of striated muscle tissue development (GO:0016202)","1/112",0.39742708634477,0.446602217867893,0,0,2.00415021763336,1.84931717214263,"TGFBR2"
"1382","regulation of cell shape (GO:0008360)","1/112",0.39742708634477,0.446602217867893,0,0,2.00415021763336,1.84931717214263,"S100A13"
"1383","regulation of cAMP metabolic process (GO:0030814)","1/113",0.400153929754462,0.449016656725924,0,0,1.98615569823435,1.81913188423079,"ADCY7"
"1384","regulation of muscle tissue development (GO:1901861)","1/113",0.400153929754462,0.449016656725924,0,0,1.98615569823435,1.81913188423079,"TGFBR2"
"1385","regulation of multi-organism process (GO:0043900)","2/306",0.401494070480991,0.450195156286627,0,0,1.46575956937799,1.33759723772752,"PLAT;TIMP1"
"1386","regulation of muscle organ development (GO:0048634)","1/114",0.402868569768733,0.450760006376687,0,0,1.96847966590435,1.78963324868269,"TGFBR2"
"1387","regulation of muscle contraction (GO:0006937)","1/114",0.402868569768733,0.450760006376687,0,0,1.96847966590435,1.78963324868269,"F2R"
"1388","regulation of axonogenesis (GO:0050770)","1/114",0.402868569768733,0.450760006376687,0,0,1.96847966590435,1.78963324868269,"SPP1"
"1389","positive regulation of lymphocyte proliferation (GO:0050671)","1/115",0.405571060327845,0.453130832150463,0,0,1.95111373940469,1.76080050442747,"IGF1"
"1390","learning (GO:0007612)","1/115",0.405571060327845,0.453130832150463,0,0,1.95111373940469,1.76080050442747,"PTN"
"1391","neuron migration (GO:0001764)","1/116",0.408261455286943,0.454827862310346,0,0,1.93404982901808,1.73261368106008,"GAS6"
"1392","regulation of cyclic nucleotide biosynthetic process (GO:0030802)","1/116",0.408261455286943,0.454827862310346,0,0,1.93404982901808,1.73261368106008,"ADCY7"
"1393","cellular response to molecule of bacterial origin (GO:0071219)","1/116",0.408261455286943,0.454827862310346,0,0,1.93404982901808,1.73261368106008,"DPYSL3"
"1394","positive regulation of mononuclear cell proliferation (GO:0032946)","1/116",0.408261455286943,0.454827862310346,0,0,1.93404982901808,1.73261368106008,"IGF1"
"1395","regulation of homeostatic process (GO:0032844)","2/314",0.414079338613235,0.460978647216024,0,0,1.42759324009324,1.25870565399086,"F2R;SPP1"
"1396","positive regulation of leukocyte proliferation (GO:0070665)","1/119",0.416260600480289,0.462412526856859,0,0,1.8845934107789,1.6517401564844,"IGF1"
"1397","regulation of purine nucleotide biosynthetic process (GO:1900371)","1/119",0.416260600480289,0.462412526856859,0,0,1.8845934107789,1.6517401564844,"ADCY7"
"1398","regulation of nucleotide biosynthetic process (GO:0030808)","1/119",0.416260600480289,0.462412526856859,0,0,1.8845934107789,1.6517401564844,"ADCY7"
"1399","negative regulation of defense response (GO:0031348)","1/120",0.418903145851592,0.464683275362516,0,0,1.8686620715702,1.62595190984756,"PTGIS"
"1400","epidermis development (GO:0008544)","1/120",0.418903145851592,0.464683275362516,0,0,1.8686620715702,1.62595190984756,"EMP1"
"1401","detection of light stimulus (GO:0009583)","1/121",0.421533860861907,0.466601629307585,0,0,1.85299625468165,1.60072039566266,"LPL"
"1402","neuron development (GO:0048666)","1/121",0.421533860861907,0.466601629307585,0,0,1.85299625468165,1.60072039566266,"RUNX1"
"1403","multi-multicellular organism process (GO:0044706)","1/121",0.421533860861907,0.466601629307585,0,0,1.85299625468165,1.60072039566266,"TGFB3"
"1404","adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)","1/122",0.424152798028229,0.467833306347898,0,0,1.83758937691522,1.57602969071846,"ADCY7"
"1405","kidney development (GO:0001822)","1/122",0.424152798028229,0.467833306347898,0,0,1.83758937691522,1.57602969071846,"ALDH1A2"
"1406","vitamin metabolic process (GO:0006766)","1/122",0.424152798028229,0.467833306347898,0,0,1.83758937691522,1.57602969071846,"ALDH1A2"
"1407","toll-like receptor signaling pathway (GO:0002224)","1/122",0.424152798028229,0.467833306347898,0,0,1.83758937691522,1.57602969071846,"CTSK"
"1408","regulation of lipase activity (GO:0060191)","1/122",0.424152798028229,0.467833306347898,0,0,1.83758937691522,1.57602969071846,"ADCY7"
"1409","positive regulation of multi-organism process (GO:0043902)","1/123",0.426760009328061,0.470374942857685,0,0,1.82243507091545,1.55186444666665,"PLAT"
"1410","sensory perception of sound (GO:0007605)","1/124",0.42935554676987,0.472564963950112,0,0,1.80752717639536,1.52820986256347,"COL1A1"
"1411","signal release (GO:0023061)","1/124",0.42935554676987,0.472564963950112,0,0,1.80752717639536,1.52820986256347,"ILDR2"
"1412","negative regulation of phosphorylation (GO:0042326)","2/325",0.431171719652462,0.474227819136171,0,0,1.37820151984239,1.1594104391699,"PMEPA1;IGF1"
"1413","regulation of T cell proliferation (GO:0042129)","1/125",0.431939462007744,0.474736011675886,0,0,1.79285973178688,1.50505166286105,"IGF1"
"1414","negative regulation of Wnt signaling pathway (GO:0030178)","1/126",0.434511806449789,0.477225484735871,0,0,1.77842696629213,1.48237607443796,"FZD1"
"1415","sensory perception of mechanical stimulus (GO:0050954)","1/127",0.437072631426429,0.479698796187452,0,0,1.76422329231318,1.46016980455649,"COL1A1"
"1416","calcium ion transmembrane transport (GO:0070588)","1/128",0.439621987902382,0.481475985340196,0,0,1.75024329823941,1.43842002175739,"GAS6"
"1417","B cell activation (GO:0042113)","1/128",0.439621987902382,0.481475985340196,0,0,1.75024329823941,1.43842002175739,"LGALS1"
"1418","amino acid transport (GO:0006865)","1/128",0.439621987902382,0.481475985340196,0,0,1.75024329823941,1.43842002175739,"SLC7A2"
"1419","organelle localization (GO:0051640)","1/129",0.442159926597829,0.483914281893185,0,0,1.73648174157303,1.41711433605502,"S100A13"
"1420","negative regulation of MAPK cascade (GO:0043409)","1/130",0.444686498203766,0.486336712472147,0,0,1.72293354237436,1.3962407797554,"IGF1"
"1421","Notch signaling pathway (GO:0007219)","1/131",0.447201753007508,0.48839966414955,0,0,1.70959377700951,1.37578779148965,"MDK"
